,sat_id,sat_name,norad_id,primary_rx_time,primary_ant_id,secondary_ant_id,tdoa,fdoa,maneuver,tdoa_scaled,fdoa_scaled
7616,72,SES 15,42709,2021-10-30 01:01:55+00:00,175,177,0.006298504533156,-0.314550104740474,False,1.4004212670475198,-0.24596295965445072
15804,72,SES 15,42709,2021-12-28 09:31:35+00:00,176,177,0.0034036893039195,-0.112002260568238,True,-0.5306025743985907,-0.08811404605181335
15490,72,SES 15,42709,2021-12-26 05:31:35+00:00,176,177,0.0034046041912637,2.79802752317654,False,-0.5299922869937004,2.179720705745536
7259,72,SES 15,42709,2021-10-26 09:31:55+00:00,175,177,0.0062994431670879,-0.733743092842922,False,1.4010473949200635,-0.5726470477139018
19688,72,SES 15,42709,2022-01-25 07:01:35+00:00,175,176,0.0028942269914509,-0.476543522891634,True,-0.8704459819360746,-0.37220713258277166
5419,72,SES 15,42709,2021-10-13 04:42:25+00:00,176,177,0.0034056750558952,0.289200016049632,False,-0.5292779529272277,0.22454958045009926
12784,72,SES 15,42709,2021-12-06 16:01:55+00:00,175,176,0.0028932540886909,2.36169838320536,False,-0.8710949692724662,1.8396821286918252
12499,72,SES 15,42709,2021-12-04 16:31:55+00:00,176,177,0.0034070295978607,-1.25833322788315,False,-0.5283743882357052,-0.9814688904798362
13353,72,SES 15,42709,2021-12-10 15:31:55+00:00,176,177,0.0034063949340638,-1.98754473002399,False,-0.5287977489085174,-1.5497555778542988
7761,72,SES 15,42709,2021-10-31 01:31:55+00:00,175,176,0.002893754563084,-1.22385493597618,False,-0.8707611213724867,-0.9545993824747945
7888,72,SES 15,42709,2021-10-31 23:01:55+00:00,175,176,0.002891982689566,-0.684842376942329,True,-0.8719430724596334,-0.5345379041145454
20209,72,SES 15,42709,2022-01-28 22:01:10+00:00,175,177,0.0063003772282042,0.177278722864975,False,1.4016704724369724,0.13732744974611813
145,72,SES 15,42709,2021-09-02 01:12:25+00:00,175,176,0.0028926953955175,1.66621772780967,False,-0.8714676527608605,1.2976824528398914
2952,72,SES 15,42709,2021-09-24 13:12:25+00:00,175,176,0.00289400713794,-0.0505206795230049,False,-0.8705926380566055,-0.04020042438763953
16236,72,SES 15,42709,2021-12-31 10:01:35+00:00,175,177,0.0063003813633508,-0.025314901417527,False,1.401673230839855,-0.020557141060093716
9217,72,SES 15,42709,2021-11-10 06:01:25+00:00,175,176,0.0028962471026119,-2.54827949326025,False,-0.8690984407269274,-1.9867455322909915
10792,72,SES 15,42709,2021-11-21 18:01:55+00:00,175,176,0.0028942959792624,3.60129618934153,False,-0.8703999627264785,2.8057213763691315
2701,72,SES 15,42709,2021-09-19 20:12:25+00:00,176,177,0.0034058518490235,-0.152049082992591,False,-0.529160020790384,-0.11932320277602176
19732,72,SES 15,42709,2022-01-25 14:31:35+00:00,176,177,0.0034063619791794,-1.50997655119019,False,-0.5288197318892706,-1.177578729919037
9094,72,SES 15,42709,2021-11-09 09:31:25+00:00,175,176,0.002899990145554,-0.515415959374196,False,-0.8666015956475757,-0.40250107075296643
13959,72,SES 15,42709,2021-12-15 08:31:55+00:00,176,177,0.0034031479129528,1.17699707974058,False,-0.530963716226809,0.9164246412582597
2402,72,SES 15,42709,2021-09-17 18:42:25+00:00,175,177,0.0062998347841191,2.07913135857969,True,1.4013086281125404,1.6194729329861244
17494,72,SES 15,42709,2022-01-10 01:31:35+00:00,175,176,0.002892160053098,-0.171371996103974,False,-0.8718247598276438,-0.13438187128338103
13402,72,SES 15,42709,2021-12-11 00:01:55+00:00,175,176,0.0028909551180431,-1.14885715288106,False,-0.8726285272995384,-0.8961523590934731
2656,72,SES 15,42709,2021-09-19 12:42:25+00:00,176,177,0.003406564831819,0.753397528524251,False,-0.5286844164192497,0.5863064450596172
10714,72,SES 15,42709,2021-11-21 05:01:55+00:00,176,177,0.0034048292657589,1.38444813814253,False,-0.5298421481482422,1.0780947114991442
1452,72,SES 15,42709,2021-09-11 03:42:25+00:00,175,176,0.0028940125498945,-1.11298393407361,False,-0.8705890279425427,-0.8681957612865344
11895,72,SES 15,42709,2021-11-30 11:31:55+00:00,175,177,0.0063005065064182,-1.00488012379103,False,1.4017567091372953,-0.7839486586864175
8018,72,SES 15,42709,2021-11-01 20:31:55+00:00,175,177,0.0063000899778567,0.112910009650108,False,1.4014788583871762,0.08716383782277172
17149,72,SES 15,42709,2022-01-06 18:31:35+00:00,175,176,0.0028922900980601,1.48203341446047,False,-0.8717380116581098,1.1541445451241394
15838,72,SES 15,42709,2021-12-28 15:31:35+00:00,176,177,0.0034067821174705,-1.89072030148364,False,-0.5285394732224565,-1.474298685593851
12613,72,SES 15,42709,2021-12-05 11:31:55+00:00,176,177,0.0034035211078099,-1.69837008552052,False,-0.5307147717832098,-1.3243969537581235
477,72,SES 15,42709,2021-09-04 08:42:25+00:00,175,177,0.0062982491311252,0.654461150011566,False,1.4002508978282175,0.5092036749569309
10957,72,SES 15,42709,2021-11-22 21:31:55+00:00,176,177,0.0034082328746202,0.274947307603253,False,-0.5275717269511487,0.21344220701272523
3197,72,SES 15,42709,2021-09-26 06:12:25+00:00,175,177,0.0062992182202214,-0.18363333125797,False,1.4008973412109758,-0.14393733429650646
