sat_id,sat_name,norad_id,primary_rx_time,primary_ant_id,secondary_ant_id,tdoa,fdoa
11345,GALAXY 17,31307,2021-09-01T00:03:55Z,175,177,0.000781791714965791,0.381736617913504
11345,GALAXY 17,31307,2021-09-01T00:03:55Z,175,176,-0.00272656517548249,-0.124360346521275
11345,GALAXY 17,31307,2021-09-01T00:03:55Z,176,177,0.00350835630684399,0.491858096371914
11345,GALAXY 17,31307,2021-09-01T00:33:55Z,175,176,-0.00272662472741949,0.253567189636781
11345,GALAXY 17,31307,2021-09-01T00:33:55Z,176,177,0.00350828268067034,0.448848438767794
11345,GALAXY 17,31307,2021-09-01T00:33:55Z,175,177,0.000781658802131312,0.71516655492411
11345,GALAXY 17,31307,2021-09-01T01:03:55Z,175,177,0.000781621754639563,-0.944072189101554
11345,GALAXY 17,31307,2021-09-01T01:03:55Z,176,177,0.00350822704421226,-0.79701873150994
11345,GALAXY 17,31307,2021-09-01T01:03:55Z,175,176,-0.00272660592814467,-0.149089364954838
11345,GALAXY 17,31307,2021-09-01T01:33:55Z,175,176,-0.00272651637498202,-0.76700379771063
11345,GALAXY 17,31307,2021-09-01T01:33:55Z,175,177,0.000781693636833785,-2.20154579388853
11345,GALAXY 17,31307,2021-09-01T01:33:55Z,176,177,0.00350820947527512,-1.44583444148913
11345,GALAXY 17,31307,2021-09-01T02:03:55Z,175,176,-0.00272635198998927,-0.617494050060161
11345,GALAXY 17,31307,2021-09-01T02:03:55Z,175,177,0.000781868729470411,-0.770299062101109
11345,GALAXY 17,31307,2021-09-01T02:03:55Z,176,177,0.00350822083629936,-0.159370917117862
11345,GALAXY 17,31307,2021-09-01T02:33:55Z,175,176,-0.00272611837125236,-1.71863949124775
11345,GALAXY 17,31307,2021-09-01T02:33:55Z,175,177,0.000782137209460449,-2.02564747857299
11345,GALAXY 17,31307,2021-09-01T02:33:55Z,176,177,0.00350825634336011,-0.303959094361664
11345,GALAXY 17,31307,2021-09-01T03:03:55Z,176,177,0.00350832880371919,0.182796682300415
11345,GALAXY 17,31307,2021-09-01T03:03:55Z,175,177,0.000782514922875934,-1.83862486858278
11345,GALAXY 17,31307,2021-09-01T03:03:55Z,175,176,-0.00272581449784625,-2.02107312094238
11345,GALAXY 17,31307,2021-09-01T03:33:55Z,175,176,-0.00272544849529792,-2.58423928074798
11345,GALAXY 17,31307,2021-09-01T03:33:55Z,175,177,0.000782961100573993,-3.3204363340952
11345,GALAXY 17,31307,2021-09-01T03:33:55Z,176,177,0.00350840814953538,-0.727720234724205
11345,GALAXY 17,31307,2021-09-01T04:03:55Z,176,177,0.00350852415677435,-0.00132519680212999
11345,GALAXY 17,31307,2021-09-01T04:03:55Z,175,177,0.000783502890399566,-3.49870056526133
11345,GALAXY 17,31307,2021-09-01T04:03:55Z,175,176,-0.00272502089689847,-3.48670923326521
11345,GALAXY 17,31307,2021-09-01T04:33:55Z,175,177,0.000784132551656247,-3.66052995601054
11345,GALAXY 17,31307,2021-09-01T04:33:55Z,175,176,-0.00272454173604311,-2.9916485992392
