sat_id,sat_name,norad_id,start_time,end_time,reset
81,Anik G1,39127,2021-09-01T14:08:25Z,2021-09-01T14:53:25Z,False
81,Anik G1,39127,2021-09-08T02:08:25Z,2021-09-08T02:53:25Z,False
81,Anik G1,39127,2021-09-10T02:08:25Z,2021-09-10T02:53:25Z,False
81,Anik G1,39127,2021-09-11T04:08:25Z,2021-09-11T04:53:25Z,False
81,Anik G1,39127,2021-09-12T03:08:25Z,2021-09-12T03:53:25Z,False
81,Anik G1,39127,2021-09-13T04:08:25Z,2021-09-13T04:53:25Z,False
81,Anik G1,39127,2021-09-14T04:08:25Z,2021-09-14T04:53:25Z,False
81,Anik G1,39127,2021-09-15T02:08:25Z,2021-09-15T02:53:25Z,False
81,Anik G1,39127,2021-09-16T02:08:25Z,2021-09-16T02:53:25Z,False
81,Anik G1,39127,2021-09-16T11:38:25Z,2021-09-16T12:23:25Z,False
81,Anik G1,39127,2021-09-17T02:08:25Z,2021-09-17T02:53:25Z,False
81,Anik G1,39127,2021-09-18T02:38:25Z,2021-09-18T03:23:25Z,False
81,Anik G1,39127,2021-09-19T03:38:25Z,2021-09-19T04:23:25Z,False
81,Anik G1,39127,2021-09-20T02:08:25Z,2021-09-20T02:53:25Z,False
81,Anik G1,39127,2021-10-05T12:08:25Z,2021-10-05T12:53:25Z,False
81,Anik G1,39127,2021-10-19T23:08:25Z,2021-10-19T23:53:25Z,False
81,Anik G1,39127,2021-11-16T21:36:35Z,2021-11-16T22:21:35Z,False
81,Anik G1,39127,2021-11-17T00:36:35Z,2021-11-17T01:21:35Z,False
81,Anik G1,39127,2021-11-17T01:06:35Z,2021-11-17T01:51:35Z,False
81,Anik G1,39127,2021-11-17T01:35:35Z,2021-11-17T01:35:35Z,True
81,Anik G1,39127,2021-11-17T04:35:35Z,2021-11-17T04:35:35Z,True
81,Anik G1,39127,2021-11-17T04:36:35Z,2021-11-17T05:21:35Z,False
81,Anik G1,39127,2021-11-17T08:35:35Z,2021-11-17T08:35:35Z,True
81,Anik G1,39127,2021-11-19T14:05:35Z,2021-11-19T14:05:35Z,True
81,Anik G1,39127,2021-11-20T03:35:35Z,2021-11-20T03:35:35Z,True
81,Anik G1,39127,2021-11-20T16:35:35Z,2021-11-20T16:35:35Z,True
81,Anik G1,39127,2021-11-21T05:35:35Z,2021-11-21T05:35:35Z,True
81,Anik G1,39127,2021-11-21T19:05:35Z,2021-11-21T19:05:35Z,True
81,Anik G1,39127,2021-11-22T08:35:35Z,2021-11-22T08:35:35Z,True
81,Anik G1,39127,2021-11-23T09:05:35Z,2021-11-23T09:05:35Z,True
81,Anik G1,39127,2021-11-30T20:36:35Z,2021-11-30T21:21:35Z,False
81,Anik G1,39127,2021-12-01T00:35:35Z,2021-12-01T00:35:35Z,True
81,Anik G1,39127,2021-12-01T03:35:35Z,2021-12-01T03:35:35Z,True
81,Anik G1,39127,2021-12-01T06:35:35Z,2021-12-01T06:35:35Z,True
81,Anik G1,39127,2021-12-01T08:06:35Z,2021-12-01T08:51:35Z,False
81,Anik G1,39127,2021-12-07T03:05:35Z,2021-12-07T03:05:35Z,True
81,Anik G1,39127,2021-12-14T19:36:35Z,2021-12-14T20:21:35Z,False
81,Anik G1,39127,2021-12-14T23:35:35Z,2021-12-14T23:35:35Z,True
81,Anik G1,39127,2021-12-15T02:35:35Z,2021-12-15T02:35:35Z,True
81,Anik G1,39127,2021-12-15T05:35:35Z,2021-12-15T05:35:35Z,True
81,Anik G1,39127,2021-12-17T14:05:35Z,2021-12-17T14:05:35Z,True
81,Anik G1,39127,2022-01-03T18:06:15Z,2022-01-03T18:51:15Z,False
81,Anik G1,39127,2022-01-03T22:05:15Z,2022-01-03T22:05:15Z,True
81,Anik G1,39127,2022-01-04T01:35:15Z,2022-01-04T01:35:15Z,True
81,Anik G1,39127,2022-01-04T04:35:15Z,2022-01-04T04:35:15Z,True
81,Anik G1,39127,2022-01-11T13:35:15Z,2022-01-11T13:35:15Z,True
81,Anik G1,39127,2022-01-13T01:05:15Z,2022-01-13T01:05:15Z,True
81,Anik G1,39127,2022-01-18T17:06:15Z,2022-01-18T17:51:15Z,False
81,Anik G1,39127,2022-01-25T11:35:15Z,2022-01-25T11:35:15Z,True
